,contents,keywords,relevancy
"Sosial müdafiə və sosial təminat xərclərindən əhalinin həssas təbəqələrinə ödənilən yaşa, əlilliyə, sağlamlıq imkanları məhdudluğa, ailə başçısının itirməyə, digər sosial müavinətlərin və müharibə əlillərinə, ümumi səbəbdən əlilliyi olan şəxslərə, müharibə veteranlarına, şəhid ailələrinə ödənilən Azərbaycan Respublikası Prezidentinin təqaüdlərinin maliyyələşdirilməsinə 1738,5 milyon manat (2023-cü il ilə nisbətən 301,0 milyon manat və ya 17,3 faiz çox) vəsait ayrılacaq. APA-nın xəbərinə görə, bu, Maliyyə Nazirliyinin 2024-cü ilin dövlət və icmal büdcələri üzrə layihələrin təqdimatında əksini tapıb. Ünvanlı dövlət sosial yardımların verilməsinə 457,3 milyon manat (2023-cü il ilə nisbətən 179,5 milyon manat və ya 64,6 faiz çox), “Azərbaycan Respublikası Məşğulluq Strategiyasının həyata keçirilməsinə dair 2020– 2025-ci illər üçün Tədbirlər Planı”nın icrası olaraq işsiz şəxslərin məşğulluq imkanlarının artırılması məqsədilə haqqı ödənilən ictimai işləri ilə bağlı xərclər üçün 285,8 milyon manat (2023-cü il ilə müqayisədə 20,0 milyon manat və ya 7,5 faiz çox) vəsait proqnozlaşdırılıb.",['sosial müavinət'],1
"Ləğv prosesində olan “Muğanbank”ın sığortasız əmanətləri təxminən 102 milyon manat təşkil edir.Azərbaycan Mərkəzi Bankının sədri Taleh Kazımovun bu gün verdiyi açıqlamaya görə, həmin məbləğin 76 milyonu fiziki şəxslərə məxsusdur.Taleh Kazımov bildirib ki, sözügedən 72 milyonun 61 milyonu bir nəfərindir: ""Yerdə qalan 24 milyon hüquqi şəxslərin pullarıdır. Onun da 50 faizi 2 şirkətindir"".Maraqlıdır, ""Muğanbank""da 61 mlyon sığortasız əmanəti olan şəxs kimdir?Bakupost.az bununla bağlı araşdırma aparıb. Əldə etdiyimiz məlumata görə, ""Muğanbank""dakı sığortsız əmanətin təxminən 80 faizi, başqa sözlə, həmin 61 milyon manat sözügedən bankın sahibi, ""Odlar Yurdu"" Universitetinin rektoru Əhməd Vəliyevin ailəsinə məxsusdur.Muğanbank”ın səhimləri rəsmi olaraq Elmir Maqbet oğlu Mehdiyevə (67,74%), Vəfa Əhməd qızı Vəliyevaya (10,65%) və Fəridə Cahandar qızı Mehdiyevaya (10,03%) məxsus idi.Qeyd edək ki, Elmir Mehdiyev Əhməd Vəliyevin kürəkəni, Vəfa Vəliyeva isə qızıdır.Vaxtilə Elmir Mehdiyevin atası Maqbet Mehdiyev də bankın səhimlərinin bir hissəsinin sahibi idi. 2022-ci ildə dünyasını dəyişməsindən sonra ona məxsus səhmlər qohumlar arasında bölüşdürülüb.Bəzi məlumatlara görə isə sonradan bankın payının böyük hissəsi Odlar Yurdu Universitetinin rektoru, sabiq deputat Əhməd Vəliyevin oğulları – Samir və Munir Vəliyevlərə ötürülüb. Nəticədə Vəliyevlərin Bankdakı payı 10,65%-dən 88,33%-ə, Mehdiyevlərin payı isə 89,35%-dən 11,67%-ə dəyişib.Xatırladaq ki, Mərkəzi Bankının İdarə Heyətinin 18 oktyabr 2023-cü il tarixli Qərarı ilə “Muğanbank” ASC-nin lisenziyası ləğv olunub.Məsələ ilə bağlı verilən rəsmi açıqlamada qeyd olunur ki, məcmu kapitalının miqdarının banklar üçün müəyyən edilmiş minimum miqdarından az olduğuna, məcmu kapitalının adekvatlıq əmsalının 3 faizdən az olmasına, cari fəaliyyətini etibarlı və prudensial qaydada həyata keçirmədiyinə, habelə bankın daxili idarəetmə və nəzarət prosedurları adekvat olmadığına görə “Banklar haqqında” Azərbaycan Respublikası Qanununun 16.1.6-cı, 16.1.7-ci, 16.1.9-cu, 16.1.18-ci, 57-ci və 61.1-ci maddələrinə əsasən “Muğan Bank” ASC-nin lisenziyası 19 oktyabr 2023-cü il tarixindən etibarən ləğv edilib, banka müvəqqəti inzibatçı təyin edilib və bankın müflisləşmə yolu ilə ləğv edilməsi barədə məhkəməyə müraciət olunub.Mənbə:",['Azərbaycan Mərkəzi Bankı'],1
"Sosial şəbəkələrdə avtomobillərin rəngi ilə bağlı problem yaşandığına dair məlumatlar paylaşılıb.Qeyd edilir ki, bəzi avtomobillərin ikirəngli olması sürücülər üçün problemlərlə nəticələnir. Hətta istehsalçı müəssisənin özü tərəfindən rənglənmiş olmasına baxmayaraq, sürücülər çətinliklə qarşılaşırlar:Bununla bağlı Oxu.Az-ın sorğusuna Baş Dövlət Yol Polisi İdarəsindən (BDYPİ) cavab verilib. Bildirilib ki, zavod istehsalı olan avtomobillərdə bununla bağlı hər hansı məhdudiyyət yoxdur.
BDYPİ-nin məlumatında o da qeyd edilib ki, istehsalçı müəssisə tərəfindən nəzərdə tutulmayan müxtəlif rəng çalarlarının tətbiqi istisna olmaqla, bütövlükdə avtomobilin rənginin dəyişdirilməsi mövcud standartların tələblərinə uyğun olaraq, boyavurma üsulu ilə texniki xidmət stansiyası və ya müvafiq təmir bazası olan avtomobil müəssisələrində həyata keçirilə bilər.Qanunvericiliyə əsasən, rəngin dəyişdirilməsi nəqliyyat vasitəsinin qeydiyyat məlumatlarının dəyişdirilməsini tələb edən hal olduğundan fiziki və hüquqi şəxslər bu hal yarandığı vaxtdan on gün ərzində nəqliyyat vasitəsinin dövlət qeydiyyatından keçirilməsini və daimi uçota alınmasını təmin etməlidirlər.",['DYP'],1
"Ləğv prosesində olan “Muğanbank”ın sığortasız əmanətləri təxminən 102 milyon manat təşkil edir. Azərbaycan Mərkəzi Bankının sədri Taleh Kazımovun bu gün verdiyi açıqlamaya görə, həmin məbləğin 76 milyonu fiziki şəxslərə məxsusdur. Taleh Kazımov bildirib ki, sözügedən 72 milyonun 61 milyonu bir nəfərindir: ""Yerdə qalan 24 milyon hüquqi şəxslərin pullarıdır. Onun da 50 faizi 2 şirkətindir"". Maraqlıdır, ""Muğanbank""da 61 mlyon sığortasız əmanəti olan şəxs kimdir? Bakupost.az bununla bağlı araşdırma aparıb. Əldə etdiyimiz məlumata görə, ""Muğanbank""dakı sığortsız əmanətin təxminən 80 faizi, başqa sözlə, həmin 61 milyon manat sözügedən bankın sahibi, ""Odlar Yurdu"" Universitetinin rektoru Əhməd Vəliyevin ailəsinə məxsusdur. Muğanbank”ın səhimləri rəsmi olaraq Elmir Maqbet oğlu Mehdiyevə (67,74%), Vəfa Əhməd qızı Vəliyevaya (10,65%) və Fəridə Cahandar qızı Mehdiyevaya (10,03%) məxsus idi. Qeyd edək ki, Elmir Mehdiyev Əhməd Vəliyevin kürəkəni, Vəfa Vəliyeva isə qızıdır.Vaxtilə Elmir Mehdiyevin atası Maqbet Mehdiyev də bankın səhimlərinin bir hissəsinin sahibi idi. 2022-ci ildə dünyasını dəyişməsindən sonra ona məxsus səhmlər qohumlar arasında bölüşdürülüb. Bəzi məlumatlara görə isə sonradan bankın payının böyük hissəsi Odlar Yurdu Universitetinin rektoru, sabiq deputat Əhməd Vəliyevin oğulları – Samir və Munir Vəliyevlərə ötürülüb. Nəticədə Vəliyevlərin Bankdakı payı 10,65%-dən 88,33%-ə, Mehdiyevlərin payı isə 89,35%-dən 11,67%-ə dəyişib.Xatırladaq ki, Mərkəzi Bankının İdarə Heyətinin 18 oktyabr 2023-cü il tarixli Qərarı ilə “Muğanbank” ASC-nin lisenziyası ləğv olunub. Məsələ ilə bağlı verilən rəsmi açıqlamada qeyd olunur ki, məcmu kapitalının miqdarının banklar üçün müəyyən edilmiş minimum miqdarından az olduğuna, məcmu kapitalının adekvatlıq əmsalının 3 faizdən az olmasına, cari fəaliyyətini etibarlı və prudensial qaydada həyata keçirmədiyinə, habelə bankın daxili idarəetmə və nəzarət prosedurları adekvat olmadığına görə “Banklar haqqında” Azərbaycan Respublikası Qanununun 16.1.6-cı, 16.1.7-ci, 16.1.9-cu, 16.1.18-ci, 57-ci və 61.1-ci maddələrinə əsasən “Muğan Bank” ASC-nin lisenziyası 19 oktyabr 2023-cü il tarixindən etibarən ləğv edilib, banka müvəqqəti inzibatçı təyin edilib və bankın müflisləşmə yolu ilə ləğv edilməsi barədə məhkəməyə müraciət olunub.Zaur, BakuPost",['Azərbaycan Mərkəzi Bankı'],1
"Son həftələr  Masallıda daha hansı kadr dəyişikliyi baş verib?Cenub.az  bildirir ki, Masallı Rayon İcra Hakimiyyətinin başçısı Araz Əhmədovun sərəncamı  ilə son günlər bir neçə icra nümayəndəsi  vəzifəsindən azad edilib. Bunların sırasında 20 ildən artıq bu vəzifədə çalışan, adi  bir sıra bəd əməllərdə hallandırılan, özü əksər şəxsləri, hətta yaxın qohumlarına, eləcə də bəzi jurnalistlərə yalançı məlumatlarla hədələsə də,  əslində özü çoxlarına hədə-qorxu gəlib. “Qarayaxma”üzrə ixtisaslaşan, bu yolla 20 ildən artıq vəzifəsini qoruyub saxlayan İsrafil Əliyevin  vəzifəsindən kənarlaşdırılması xüsusi maraq doğurur . Bu 20 ildə 7 icra başçısı ilə “dil” tapan, bir sıra xoşagəlməz əməlləri ilə çoxlarının qəzəbinə tuş gələn İsrafil Əliyev bəzi  şəxslərlə əlaqələrindən istifadə edib  vəzifəsini qoruya bilirdi. Hətta pandemiya dövründə təntənəli toy edən, bir neçə şəxs saxta arayış verən və digər xoşagəlməz əməllərlə məşğul olan  (Yəqin ki bu barədə daha detallı yazı təqdim edəcəyik),  youtube kanalında tənqidi ruhlu çoxlu verilişlərin hədəf olan İsrafil Əliyev   İcra başçısının son qəzəbindən qurtula bilmədi. Bu gün, oktyabrın 1-də, axşamüstü idarənin möhürünü,  “kitab-dəftəri” təhvil verməli olub. Həmçinin bu gün Göyəçol kəndinin ərazi nümayəndəsi Xəzər Tağıyev  də vəzifəsi ilə vidalaşıb. 2 həftə öncə isə Qızlağac kəndinin ərazi nümayəndəsi  Elşad Abbasov vəzifəsindən  azad edilmişdi.  Hər 3 nümayəndənin vəzifəsi onların müavinlərinə  həvalə edilib.1 ay öncə vəzifəsindən  azad edilmiş Qızılavar kəndinin  Ərazi nümayəndəsinin Əlamət Əzizovun  boş qalan postunu Masallının məşhur DSMF-cilərindən olan Talıb Əliyev   təyin olunmuşdur.Cenub.az. Zahir Əmənov",['DSMF'],0
"Gələn ilin dövlət büdcəsində Azərbaycanda təhsil xərcləri 4 milyard 549,9 milyon manat proqnozlaşdırılıb ki, bu da 2023-cü illə müqayisədə 142,8 milyon manat və ya 3,2% çoxdur. 

Bizim.Media xəbər verir ki, bu barədə barədə Maliyyə Nazirliyinin açıqladığı 2024-cü ilin icmal və dövlət büdcəsinin layihəsində bildirilib. 

Təhsil xərclərinin ÜDM-də çəkisi isə 3,8%, ümumi büdcə xərclərində çəkisi isə 12,4% təşkil edəcək. 

Bundan əlavə 2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək. 

Buraya əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclər daxil edilib.
2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb. 

Bizim.Media",['sosial müavinət'],0
"Qarşıdakı günlərdə Milli Məclisdə ""2024-cü ilin dövlət büdcəsi haqqında"" qanun layihəsinin müzakirə olunacağı gözlənilir. Bir neçə ildir büdcə müzakirəsi zamanı deputatlar 2006-cı ildən sonra doğulan bütün uşaqlara verilən ""uşaq pulu"" adlı sosial müavinətin bərpasını təklif edirlər.HİT.az bizim.media-ya istinadən xəbər verir ki, 2021-ci ilin dövlət büdcəsi müzakirə olunanda da bir neçə deputat eyni təkliflə çıxış edib, lakin təkliflərə müsbət cavab verilməyib.Bəs, növbəti ilin dövlət büdcəsinin müzakirəsi zamanı ""uşaq pulu""nun bərpası məsələsi yenidən gündəmə gələ bilərmi?Milli Məclisin üzvü Fazil Mustafa mövzu ilə bağlı açıqlamasında uşaqlara verilən müxtəlif müavinətlərin artırılmasının müzakirə olunacağını bildirib:""Bununla bağlı ayrıca bir təklifin verilməsi dəfələrlə izah olunub. Uşaqlarla bağlı xeyli müavinət formaları var. Həmin müavinət formalarının artırılması məsələsi gündəmə gətiriləcək. Bilavasitə müavinətlər o zaman artır ki, minimum yaşayış məbləği artsın. Bu artanda ona müvafiq olaraq müavinətlərin artımı nəzərdə tutula biləcək. Çünki müavinətlər minimum yaşayış məbləğinin həddindən aşağı olmamalıdır. Bu baxımdan, bu kimi təkliflər orada nəzərdə tutulacaq.Konkret ""uşaq pulu"" deyilən bir termin yox, ayrı-ayrı müavinət formaları mövcuddur. Uşaqlar üçün müxtəlif müavinət formalarının, əlilliyə, təhsilə görə verilən təqaüd və s. müavinətlərin artırılması məsələsi büdcə müzakirələrində gündəmə gətiriləcək"", - deyə deputat əlavə edib.",['sosial müavinət'],1
"2023-cü il oktyabrın 31-nə Azərbaycanda pul bazasının həcmi 18 milyard 402 milyon manat təşkil edir. Bu barədə “İnterfaks-Azərbaycan” agentliyinə Azərbaycan Mərkəzi Bankından (AMB) məlumat verilib.
2022-ci ilin sonuna pul bazasının həcmi 17 milyard 460,3 milyon manat təşkil edib. “İnterfaks-Azərbaycan” agentliyinin hesablamalarına görə, 2023-cü ilin yanvar-oktyabr aylarında pul bazası 5,4% artıb.
Oktyabrda Azərbaycanda pul bazası 505,8 milyon manat və ya 2,8% artıb.
2022-ci ildə Azərbaycanda pul bazası 2,7% azalıb.*
R.Əhmədov",['Azərbaycan Mərkəzi Bankı'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
 
Manset.az xəbər verir ki, bu barədə Maliyyə Nazirliyi məlumat yayıb.




Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.
Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.
2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü il üçün makroiqtisadi proqnozlar açıqlanıb.Marja.az-ın məlumatına görə, 2024-cü ilin dövlət və icmal büdcələri üzrə layihələrin təqdimatında bildirilir ki, Azərbaycan Respublikasının İqtisadiyyat Nazirliyi tərəfindən hazırlanmış 2024-cü il və sonrakı üç il üzrə baza -ssenaridə (neftin bir barelinin orta illik ixrac qiyməti 2024-2027-ci illər üçün 60 ABŞ dolları fərz edilməklə) makroiqtisadi proqnoz göstəricilərinə əsasən, 2024-cü ildə ölkədə ÜDM-in real ifadədə 2,4 faiz artaraq 118,4 milyard manat, o cümlədən qeyri-neft (qaz) ÜDM-in real ifadədə 4,6 faiz artaraq 84,2 milyard manat təşkil edəcəyi proqnozlaşdırılır. Növbəti ildə ÜDM-in tərkibində qeyri-neft (qaz) sektorunun payının cari ilin proqnozuna nəzərən 6,2 faiz-bənd artımla 71,1 faizə çatacağı gözlənilir. Proqnozlara əsasən, 2024-cü ildə neft-qaz sektoru üzrə ÜDM real ifadədə 1,7 faiz azalacaqdır.Qeyd edilib ki, dünya üzrə əmtəə bazarlarında qiymətlərin aşağı enəcəyi ilə bağlı proqnozlar və bunun idxal qiymətlərinə mümkün təsiri, Azərbaycan Respublikasının Nazirlər Kabineti və Azərbaycan Respublikasının Mərkəzi Bankı tərəfindən həyata keçirilən antiinflyasiya tədbirləri nəzərə alınmaqla Azərbaycan Respublikasının İqtisadiyyat Nazirliyi tərəfindən baza - ssenaridə orta illik inflyasiya göstəricisi 2023-cü ildə 9,5 faiz, 2024-cü ildə isə 5,3 faiz səviyyəsində proqnozlaşdırılmışdır Təqdimatda bildirilir ki, makroiqtisadi sabitliyin qorunması məqsədilə fiskal və monetar siyasətlərin əlaqələndirilməsinin gücləndirilməsi milli valyutanın mübadilə məzənnəsinin cari ildəki kimi sabit qalmasını (1 ABŞ dollarına qarşı 1,7 manat) dəstəkləyəcəkdir. İnflyasiya mühitinin tənzimlənməsi ilə bağlı atılan addımlar iqtisadi fəallığın güclənməsi ilə yanaşı əhalinin sosial rifahına da müsbət təsir edəcəkdir.2024-cü ildə əsas neft-qaz kontraktları çərçivəsində investisiya qoyuluşlarının azalma fazasında olması nəzərə alınmaqla, əsas kapitala investisiyalar üzrə 1,0 faiz artım olacağı, o cümlədən qeyri-neft (qaz) sektoru üzrə əsas kapitala investisiyaların 3,0 faiz artacağı proqnozlaşdırılır.Qeyd edilib ki, Azərbaycan Respublikası Prezidentinin 2022-ci il 22 iyul tarixli 3378 nömrəli Sərəncamı ilə təsdiq edilmiş “Azərbaycan Respublikasının 2022-2026-cı illərdə sosial-iqtisadi inkişaf Strategiyası” çərçivəsində Azərbaycan iqtisadiyyatının inkişaf perspektivlərinin reallaşdırılması, işğaldan azad olunmuş regionların ölkə iqtisadiyyatına reinteqrasiyası və həmin regionların inkişafı ilə bağlı olan investisiya və yenidənqurma siyasəti çərçivəsində nəzərdə tutulan tədbirlərin həyata keçirilməsi bu göstəricilərin daha da yaxşılaşmasına şərait yaradacaqdır. Qarabağ və Şərqi Zəngəzur iqtisadi rayonlarında infrastrukturun yenidən qurulması, abadlıqquruculuq işlərinin həyata keçirilməsi sayəsində bölgənin Azərbaycan iqtisadiyyatına reinteqrasiyası təmin olunacaq ki, bu da öz növbəsində iqtisadiyyatın bir çox sektorlarının inkişafı üçün yeni imkanlar yaradacaqdır. Həmçinin, qeyd edilən ərazilərdə uzun illər sonra kommunikasiya xətlərinin açılması iqtisadi cəhətdən müsbət tendensiyalara rəvac verməklə yanaşı, regionda sülhün və təhlükəsizliyin də bərqərar olmasına xidmət edəcəkdir.",['Azərbaycan Respublikasının Mərkəzi Bankı'],0
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.""Report"" bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
""Aznews.az"" bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.
Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.
Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.
2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"Təhsil nazirindən keçmiş məcburi köçkün məktəblərinin fəaliyyəti ilə bağlı açıqlamaEmin Əmrullayev: “1500 manata mühəndis hazırlamaqdansa, hazırlamamaq daha yaxşıdır”. Azərbaycan əhalisinin vergi yükü azaldılacaq – Bu vaxtdanTürk Hava Yolları İstanbuldan uçuşların bir hissəsini ləğv etdiBu sahədə ikili diplomlu ixtisas yaradıla bilər – Müzakirələr aparılır2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Banker.az bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.


Bu barədə Maliyyə Nazirliyi xəbər verir.


Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.


Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.

2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.





0
0


Bizi sosial şəbəkələrdə izləyin !",['sosial müavinət'],1
"Bakıda Nərimanov rayonu, Dərnəgül qəsəbəsi ərazisində yerləşən Böyük Şor gölünü çirkab vəziyyətə salan Azərbaycan Avtomobil Yolları Dövlət Agentliyinə (AAYDA) məxsus qurum külli miqdarda cərimələnib. 


Pravda.az-ın Qaynarinfo-ya istinadən məlumatına görə, Ekologiya və Təbii Sərvətlər Nazirliyinin 11 saylı Regional Ekologiya və Təbii Sərvətlər İdarəsi tərəfindən aparılan monitorinq zamanı atmosfer havasına atılan qatı və kəskin qoxulu tüstünün olması və asfalt zavodda formalaşan çirkab suların təmizlənmədən Böyük Şor gölünə axıdılması halları aşkar edilib. 


Sözügedən asfalt zavodun Azərbaycan Avtomobil Yolları Dövlət Agentliyi (AAYDA) balansında olan ""Bakı 4 №-Li Yol İstismarı"" Məhdud Məsuliyyətli Cəmiyyətinə məxsus olması müəyyənləşib.


Cəmiyyətin baş direktoru və qanuni təmsilçisi Musayev Fazil Kamal oğlu barəsində İnzibati Xətalar Məcəlləsinin 264.0.1-ci maddəsi ilə protokol tərtib edilib və baxılması üçün məhkəməyə göndərilib. Məhkəmənin qərarı ilə MMC rəhbəri İnzibati Xətalar Məcəlləsinin 264.0.1-ci maddəsində nəzərdə tutulmuş inzibati xətanı törətməkdə təqsirli bilinib və 7500 manat məbləğində cərimə edilib.


Qeyd edək ki, KİV-lərdə dərc olunan məlumata görə, Fazil Musayev dövlət vəsaitləri hesabına istehsal olunan asfaltın satışını da həyata keçirir. Fazil Musayev AAYDA İdarə Heyətinin sədri Saleh Məmmədovun yaxınlığı ilə tanınır.","['(AAYDA) ', 'AAYDA', 'Azərbaycan Avtomobil Yolları Dövlət Agentliyi']",1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
	Qaynarinfo bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.
	  Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.
	Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.
	2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
	Qaynarinfo bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.
	  Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.
	Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.
	2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Publika.az xəbər verir ki, bu barədə Maliyyə Nazirliyi məlumat yayıb.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.Publika.az © 2022 Bütün hüquqları qorunur",['sosial müavinət'],1
